school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian_mat,traveltime_mat,studytime_mat,failures_mat,schoolsup_mat,famsup_mat,paid_mat,activities_mat,nursery,higher_mat,internet,romantic_mat,famrel_mat,freetime_mat,goout_mat,Dalc_mat,Walc_mat,health_mat,absences_mat,guardian_por,traveltime_por,studytime_por,failures_por,schoolsup_por,famsup_por,paid_por,activities_por,higher_por,romantic_por,famrel_por,freetime_por,goout_por,Dalc_por,Walc_por,health_por,absences_por,G1_mat,G2_mat,G3_mat,G1_por,G2_por,G3_por
0.0,0.0,-1.0,1.0,0.0,1.0,0.5,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,0.5,1.0,1.0,0.0,-0.125,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.5,1.0,1.0,0.0,-0.3333333333333333,10,9,9,14,13,13
0.0,0.0,-2.0,1.0,1.0,1.0,0.5,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,-1.0,-0.375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,-1.0,-0.3333333333333333,10,10,10,13,12,12
0.0,0.0,-1.0,1.0,1.0,1.0,0.5,0.0,4.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.5,-0.125,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.5,0.0,16,15,15,16,15,16
0.0,1.0,-2.0,1.0,0.0,0.0,0.5,0.5,2.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-3.0,0.0,0.0,4.0,1.5,-0.5,0.125,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-3.0,0.0,0.0,4.0,1.5,-0.5,-0.3333333333333333,13,13,12,11,12,12
0.0,0.0,-1.0,1.0,0.0,1.0,0.0,-1.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.125,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.3333333333333333,7,7,6,10,9,10
0.0,0.0,-2.0,0.0,1.0,1.0,-0.5,-0.5,1.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,-2.0,0.0,0.0,0.5,0.0,-0.125,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,0.5,0.0,-0.3333333333333333,8,9,8,11,10,11
0.0,0.0,-2.0,0.0,1.0,1.0,0.0,-1.0,2.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.5,1.0,0.5,-0.5,1.125,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.5,1.0,0.5,-0.5,0.6666666666666666,16,16,16,15,15,15
0.0,1.0,-1.0,1.0,0.0,1.0,0.0,-1.0,2.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.5,0.0,-0.5,0.5,-0.375,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.5,0.0,-0.5,0.5,0.0,13,15,15,13,11,11
0.0,1.0,-2.0,1.0,0.0,1.0,0.5,-0.5,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.375,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,-0.5,-0.5,-0.3333333333333333,10,10,10,11,9,10
0.0,0.0,-2.0,0.0,0.0,1.0,-1.0,-1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.5,1.0,1.0,0.5,-0.125,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.5,1.0,1.0,0.5,0.0,8,6,5,13,11,11
0.0,1.0,-1.0,1.0,0.0,1.0,0.0,-1.0,2.0,2.0,3.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.5,1.0,0.0,0.5,-0.125,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.5,1.0,0.0,0.5,-0.3333333333333333,12,12,14,13,13,14
0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,6.375,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.3333333333333333,11,12,11,11,11,11
0.0,1.0,-2.0,1.0,0.0,1.0,0.5,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.375,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,-0.3333333333333333,9,9,10,11,11,11
0.0,1.0,-2.0,1.0,0.0,1.0,0.5,-1.5,4.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,0.0,0.0,-0.5,-1.5,0.625,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,0.0,-0.5,-1.5,-0.3333333333333333,11,11,10,12,11,11
0.0,0.0,-1.0,1.0,0.0,1.0,-0.5,-0.5,2.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.5,-0.5,-0.375,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.5,-0.5,-0.16666666666666666,11,11,11,13,13,13
0.0,1.0,0.0,1.0,0.0,1.0,-0.5,-1.0,2.0,2.0,1.0,1.0,1.0,-1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,-1.0,0.0,-0.5,-0.5,-0.125,1.0,1.0,-1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,-1.0,0.0,-0.5,-0.5,-0.3333333333333333,8,8,10,9,9,10
0.0,1.0,0.0,1.0,0.0,1.0,-0.5,-1.0,2.0,2.0,1.0,1.0,1.0,-1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,-1.0,0.0,-0.5,-0.5,-0.125,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,3.3333333333333335,8,8,10,9,7,6
0.0,1.0,0.0,1.0,0.0,1.0,-0.5,-1.0,2.0,2.0,1.0,1.0,0.0,-1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,-0.375,1.0,1.0,-1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,-1.0,0.0,-0.5,-0.5,-0.3333333333333333,5,0,0,9,9,10
0.0,1.0,0.0,1.0,0.0,1.0,-0.5,-1.0,2.0,2.0,1.0,1.0,0.0,-1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,-0.375,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,3.3333333333333335,5,0,0,9,7,6
0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.5,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,-2.0,1.0,0.0,0.0,0.0,-0.5,1.125,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-2.0,1.0,0.0,0.0,0.0,-0.5,2.0,5,5,5,12,11,11
0.0,1.0,-2.0,1.0,0.0,1.0,-0.5,0.0,2.0,3.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,-1.0,-0.5,0.0,0.5,-0.5,-0.125,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,-1.0,-0.5,0.0,0.5,-0.5,-0.3333333333333333,10,12,12,11,11,12
0.0,1.0,-2.0,1.0,0.0,1.0,-0.5,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.5,0.0,0.0,0.5,0.125,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.5,0.0,0.0,0.5,0.0,11,10,11,10,9,9
0.0,0.0,-2.0,1.0,1.0,1.0,0.0,-0.5,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,-0.5,0.5,0.875,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,-0.5,0.5,0.3333333333333333,7,6,6,12,11,11
0.0,1.0,-2.0,1.0,1.0,1.0,-0.5,-0.5,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.125,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,15,15,15,13,12,13
0.0,0.0,-2.0,1.0,0.0,1.0,-1.0,-1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.5,1.0,0.5,0.0,-0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.5,1.0,0.5,0.0,0.0,9,10,10,13,12,12
0.0,0.0,-2.0,1.0,0.0,1.0,0.5,0.5,3.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.3333333333333333,7,9,8,12,11,12
0.0,0.0,-1.0,1.0,1.0,1.0,-0.5,-0.5,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-1.0,0.125,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,-1.0,0.6666666666666666,8,7,6,13,11,11
0.0,0.0,-2.0,1.0,0.0,1.0,0.5,-0.5,2.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,-1.5,0.125,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,-1.5,0.3333333333333333,13,14,14,15,15,15
0.0,1.0,-1.0,1.0,0.0,1.0,-0.5,-0.5,3.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.5,0.0,-0.5,-0.5,1.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.5,0.0,-0.5,-0.5,0.6666666666666666,11,10,10,12,10,11
0.0,1.0,-1.0,1.0,1.0,0.0,0.5,0.5,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-2.0,0.0,2.0,1.5,0.5,1.875,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,2.0,1.5,0.5,0.6666666666666666,8,6,7,9,9,10
0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.375,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,7,7,8,9,11,11
0.0,0.0,-2.0,1.0,0.0,1.0,0.5,0.0,3.0,2.0,3.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.5,-1.5,0.125,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.5,-1.5,0.6666666666666666,16,17,18,14,13,13
0.0,0.0,-1.0,1.0,1.0,1.0,0.0,-1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.5,-1.0,0.125,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.5,-1.0,-0.3333333333333333,7,6,6,12,13,12
0.0,0.0,-1.0,1.0,0.0,1.0,0.5,-0.5,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.5,-1.5,-0.375,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.5,-1.5,0.0,11,10,10,13,14,14
0.0,1.0,-2.0,1.0,1.0,1.0,-0.5,-0.5,3.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,-0.5,0.0,0.375,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,-0.5,0.0,0.0,11,13,14,11,12,12
0.0,0.0,-2.0,0.0,0.0,1.0,-1.0,-1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,-2.0,-0.5,0.0,-0.5,-1.5,-0.125,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,-2.0,-0.5,0.0,-0.5,-1.5,0.3333333333333333,7,10,10,13,13,13
0.0,1.0,-1.0,0.0,0.0,1.0,0.5,0.0,3.0,2.0,3.0,1.0,1.0,-1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,-0.5,0.0,-0.125,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,-0.5,0.0,0.6666666666666666,11,15,15,9,11,11
0.0,0.0,-1.0,1.0,0.0,1.0,-0.5,-1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5,0.5,-0.125,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.5,0.5,-0.3333333333333333,8,9,10,13,12,12
0.0,0.0,-1.0,1.0,0.0,1.0,0.5,0.5,2.0,2.0,3.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,-1.5,0.375,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,-1.5,0.3333333333333333,11,14,14,12,13,13
0.0,0.0,-1.0,1.0,0.0,1.0,0.5,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.5,-0.5,-0.375,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.5,-0.5,0.0,7,9,8,12,13,13
0.0,1.0,-1.0,1.0,0.0,1.0,0.5,0.5,3.0,3.0,2.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0,1.5,0.0,1.375,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0,1.5,0.0,1.6666666666666667,7,7,5,9,9,8
0.0,1.0,-1.0,1.0,0.0,1.0,0.5,0.5,3.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-0.5,0.0,-0.375,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-0.5,0.0,-0.3333333333333333,16,17,17,16,16,16
0.0,1.0,-2.0,1.0,0.0,1.0,0.5,0.5,3.0,2.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.5,0.5,0.125,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.5,0.5,0.0,10,13,14,12,13,12
0.0,0.0,-2.0,1.0,0.0,1.0,0.0,-0.5,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5,-1.0,2.875,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5,-1.0,2.3333333333333335,7,6,6,11,10,10
0.0,1.0,-2.0,1.0,0.0,0.0,0.0,0.5,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,-0.5,-1.5,-0.375,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,-0.5,-1.5,-0.3333333333333333,16,18,18,16,16,16
0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.875,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,1.3333333333333333,10,11,11,10,10,10
0.0,0.0,-2.0,1.0,0.0,1.0,-0.5,-0.5,2.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,-2.0,-0.5,0.0,-0.5,-0.5,0.625,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,-2.0,-0.5,0.0,-0.5,-0.5,0.3333333333333333,7,8,8,10,10,10
0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.5,0.5,-0.125,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.5,0.5,0.3333333333333333,16,18,18,13,14,14
0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.5,0.5,-0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,-0.5,-0.3333333333333333,16,18,18,11,12,13
0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,-0.5,-0.125,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.5,0.5,0.3333333333333333,12,13,12,13,14,14
0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,-0.5,-0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,-0.5,-0.3333333333333333,12,13,12,11,12,13
0.0,1.0,-2.0,0.0,0.0,1.0,0.5,0.5,2.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.0,0.0,1.0,2.0,1.5,-1.5,0.375,0.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-3.0,0.0,1.0,2.0,1.5,-1.5,1.0,10,13,13,12,10,11
0.0,0.0,-1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.5,0.0,0.125,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.5,0.0,0.0,14,15,16,15,15,14
0.0,1.0,-2.0,1.0,1.0,0.0,0.5,0.5,4.0,4.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,-0.5,0.0,0.375,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,-0.5,0.0,0.3333333333333333,18,19,19,13,14,14
0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,-0.5,0.0,-0.5,-1.0,-0.375,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,-0.5,0.0,-0.5,-1.0,0.3333333333333333,7,10,10,11,11,11
0.0,0.0,-1.0,1.0,0.0,1.0,-0.5,-0.5,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.0,-2.0,-0.5,0.0,-0.5,0.5,0.375,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,-2.0,-0.5,0.0,-0.5,0.5,1.6666666666666667,10,13,13,8,10,10
0.0,1.0,-2.0,1.0,1.0,1.0,0.5,-0.5,4.0,2.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1.0,2.0,-0.5,0.0,-0.5,-0.5,0.875,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,2.0,-0.5,0.0,-0.5,-0.5,1.3333333333333333,18,19,19,18,17,18
0.0,1.0,-2.0,0.0,0.0,1.0,-0.5,-1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,0.0,-0.5,0.5,0.625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.5,0.0,-0.5,0.5,0.3333333333333333,9,9,9,10,9,10
0.0,1.0,-1.0,1.0,0.0,1.0,0.5,0.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,-0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.6666666666666666,15,15,16,16,14,14
0.0,1.0,-1.0,1.0,0.0,1.0,0.5,0.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,-0.125,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,-0.5,1.0,-0.5,0.5,2.3333333333333335,15,15,16,9,9,8
0.0,1.0,-1.0,1.0,0.0,1.0,0.5,0.5,4.0,4.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,0.0,-0.5,1.0,-0.5,0.5,-0.375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.6666666666666666,7,6,0,16,14,14
0.0,1.0,-1.0,1.0,0.0,1.0,0.5,0.5,4.0,4.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,0.0,-0.5,1.0,-0.5,0.5,-0.375,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,-0.5,1.0,-0.5,0.5,2.3333333333333335,7,6,0,9,9,8
0.0,1.0,-2.0,1.0,0.0,1.0,0.5,0.5,2.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5,-1.0,-0.125,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.5,-1.0,0.3333333333333333,11,13,14,16,15,16
0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.5,0.0,-0.5,0.5,-0.375,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,-0.5,0.0,-0.5,0.5,0.6666666666666666,13,14,13,14,14,15
0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,0.5,0.0,1.0,0.5,2.125,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.5,0.0,1.0,0.5,2.0,9,7,8,12,11,11
